,department,education,gender,no_of_trainings,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score
335,Technology,Below Secondary,f,1.0,1.0,-0.4,1.0,0.0,0.72
336,Sales & Marketing,Bachelor's,m,0.0,1.0,2.0,0.0,0.0,0.16
337,Sales & Marketing,Bachelor's,f,0.0,2.0,0.0,0.0,0.0,0.0
338,Technology,Bachelor's,m,0.0,0.0,0.4,0.0,0.0,0.88
339,Sales & Marketing,Bachelor's,m,0.0,-1.0,0.6,0.0,0.0,-0.48
340,Technology,Bachelor's,m,0.0,-2.0,-0.6,0.0,0.0,0.84
341,Operations,Bachelor's,m,0.0,0.0,0.0,0.0,0.0,0.0
342,HR,Master's & above,f,0.0,0.0,1.8,0.0,0.0,-0.52
343,Procurement,Bachelor's,m,1.0,-1.0,1.0,0.0,0.0,0.36
344,Sales & Marketing,Bachelor's,m,0.0,2.0,-0.6,0.0,0.0,-0.24
345,Operations,Bachelor's,m,1.0,0.0,-0.2,0.0,0.0,0.12
346,Procurement,Bachelor's,m,0.0,0.0,0.6,0.0,0.0,0.36
347,Operations,Bachelor's,f,0.0,2.0,0.4,1.0,0.0,-0.12
348,Operations,Bachelor's,m,1.0,2.0,-0.2,1.0,0.0,-0.12
349,Sales & Marketing,Bachelor's,m,0.0,-1.0,0.0,0.0,0.0,-0.44
350,Analytics,Bachelor's,m,0.0,2.0,-0.4,1.0,0.0,0.84
351,Technology,Bachelor's,m,0.0,0.0,-0.2,0.0,0.0,0.8
352,Operations,Bachelor's,m,0.0,0.0,0.8,0.0,0.0,0.04
353,Procurement,Bachelor's,m,0.0,0.0,-0.8,0.0,0.0,0.36
354,Sales & Marketing,Bachelor's,m,1.0,0.0,-0.2,0.0,0.0,-0.28
355,Technology,Bachelor's,m,1.0,0.0,0.6,0.0,0.0,0.8
356,Analytics,Bachelor's,f,0.0,0.0,-0.8,1.0,0.0,1.04
357,Operations,Master's & above,f,0.0,2.0,0.4,1.0,0.0,-0.04
358,Sales & Marketing,Master's & above,f,0.0,0.0,0.2,1.0,0.0,-0.52
359,Sales & Marketing,Master's & above,m,0.0,0.0,1.4,0.0,0.0,-0.48
360,Procurement,Master's & above,m,0.0,0.0,0.2,0.0,0.0,0.48
361,Operations,Bachelor's,m,0.0,2.0,0.0,1.0,0.0,0.16
362,Operations,Bachelor's,m,0.0,0.0,0.6,0.0,0.0,-0.12
363,Operations,Bachelor's,m,0.0,0.0,-0.8,0.0,0.0,0.04
364,HR,Master's & above,f,0.0,0.0,1.6,0.0,0.0,-0.28
365,Sales & Marketing,Master's & above,m,1.0,-1.0,1.0,0.0,0.0,-0.56
366,Operations,Master's & above,m,0.0,0.0,0.6,0.0,0.0,0.04
367,Operations,Bachelor's,f,0.0,2.0,0.6,1.0,0.0,-0.24
368,Operations,Bachelor's,m,0.0,0.0,-0.8,0.0,0.0,0.08
369,Operations,Master's & above,f,0.0,1.0,0.4,1.0,0.0,-0.04
370,Operations,Bachelor's,f,0.0,2.0,-0.6,0.0,0.0,0.04
371,Analytics,Bachelor's,m,2.0,0.0,-0.8,1.0,0.0,0.92
372,Technology,Master's & above,m,0.0,0.0,2.4,0.0,0.0,0.92
373,Sales & Marketing,Master's & above,m,0.0,0.0,1.0,1.0,0.0,-0.44
374,Sales & Marketing,Bachelor's,f,0.0,1.0,1.6,0.0,0.0,-0.32
375,Technology,Bachelor's,m,0.0,2.0,1.4,1.0,0.0,0.96
376,Technology,Bachelor's,m,0.0,0.0,0.2,0.0,0.0,0.52
377,Sales & Marketing,Bachelor's,m,0.0,-2.0,0.4,0.0,0.0,-0.48
378,Procurement,Bachelor's,f,0.0,0.0,0.2,0.0,0.0,0.24
379,Analytics,Master's & above,m,0.0,0.0,-0.2,0.0,0.0,1.04
380,Operations,Bachelor's,m,3.0,0.0,0.2,0.0,0.0,-0.04
381,Operations,Bachelor's,f,0.0,1.0,1.6,0.0,0.0,0.0
382,Procurement,Master's & above,m,0.0,-1.0,0.4,0.0,0.0,0.4
383,Operations,Master's & above,m,0.0,0.0,0.2,0.0,0.0,0.0
384,Sales & Marketing,Bachelor's,m,0.0,2.0,0.6,0.0,0.0,-0.44
385,Procurement,Master's & above,m,0.0,2.0,3.0,1.0,0.0,0.2
386,Sales & Marketing,Bachelor's,f,0.0,-2.0,-0.2,0.0,0.0,-0.4
387,Analytics,Bachelor's,m,1.0,0.0,-0.6,0.0,0.0,1.24
388,Analytics,Bachelor's,m,0.0,0.0,2.6,0.0,0.0,1.08
389,HR,Master's & above,f,0.0,0.0,0.0,0.0,0.0,-0.4
390,Operations,Master's & above,f,0.0,1.0,0.2,1.0,0.0,-0.04
391,Sales & Marketing,Bachelor's,m,0.0,2.0,-0.2,1.0,0.0,-0.6
392,Procurement,Bachelor's,m,0.0,0.0,2.8,1.0,0.0,0.48
393,R&D,Bachelor's,m,1.0,0.0,-0.2,0.0,0.0,0.96
394,Sales & Marketing,Bachelor's,m,0.0,2.0,2.8,0.0,0.0,-0.8
395,Sales & Marketing,Master's & above,m,0.0,0.0,0.4,0.0,0.0,-0.24
396,HR,Bachelor's,f,0.0,0.0,0.4,0.0,0.0,-0.36
397,Operations,Master's & above,f,1.0,1.0,0.8,1.0,0.0,0.2
398,Sales & Marketing,Master's & above,f,0.0,-2.0,1.0,0.0,0.0,-0.6
399,Technology,Bachelor's,m,2.0,0.0,-0.2,0.0,0.0,0.84
400,Technology,Master's & above,f,0.0,0.0,-0.6,0.0,0.0,0.76
401,HR,Bachelor's,f,0.0,2.0,3.4,1.0,0.0,-0.4
402,Analytics,Master's & above,m,0.0,1.0,0.0,0.0,0.0,1.2
403,Sales & Marketing,Master's & above,m,0.0,-1.0,0.0,0.0,0.0,-0.48
404,Procurement,Master's & above,m,0.0,-2.0,-0.4,0.0,0.0,0.44
405,Sales & Marketing,Master's & above,m,2.0,0.0,4.0,0.0,0.0,-0.44
406,Sales & Marketing,Bachelor's,f,0.0,0.0,-0.8,0.0,0.0,-0.28
407,Operations,Bachelor's,m,0.0,0.0,1.2,0.0,0.0,-0.16
408,Finance,Below Secondary,m,0.0,0.0,-0.4,0.0,0.0,0.04
409,HR,Below Secondary,m,0.0,0.0,-0.8,1.0,0.0,-0.32
410,Technology,Master's & above,f,0.0,1.0,1.6,0.0,0.0,0.76
411,Operations,Bachelor's,m,0.0,2.0,1.0,1.0,0.0,-0.04
412,Technology,Bachelor's,f,0.0,0.0,-0.2,1.0,0.0,0.64
413,Procurement,Bachelor's,f,0.0,2.0,0.8,1.0,0.0,0.44
414,Technology,Bachelor's,f,0.0,0.0,4.6,0.0,0.0,0.72
415,Analytics,Bachelor's,m,0.0,0.0,-0.8,0.0,0.0,1.12
416,Operations,Bachelor's,f,0.0,-1.0,0.6,0.0,0.0,-0.04
417,Operations,Bachelor's,m,0.0,1.0,1.6,0.0,0.0,-0.12
418,Legal,Bachelor's,m,0.0,0.0,-0.8,1.0,0.0,0.08
419,Technology,Master's & above,f,0.0,-2.0,0.0,0.0,0.0,0.68
420,Procurement,Bachelor's,m,2.0,0.0,-0.6,0.0,0.0,0.12
421,Technology,Master's & above,m,1.0,2.0,0.0,1.0,0.0,0.68
422,Sales & Marketing,Bachelor's,f,0.0,2.0,0.6,1.0,0.0,-0.56
423,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.6,0.0,0.0,-0.48
424,Operations,Bachelor's,m,1.0,0.0,0.0,1.0,1.0,0.04
425,Sales & Marketing,Bachelor's,m,0.0,2.0,0.2,0.0,0.0,-0.6
426,Operations,Master's & above,m,1.0,-1.0,0.6,0.0,0.0,-0.04
427,Procurement,Master's & above,m,0.0,-2.0,-0.2,0.0,0.0,0.4
428,Operations,Bachelor's,f,0.0,0.0,-0.2,0.0,1.0,0.2
429,Operations,Master's & above,m,0.0,0.0,-0.4,1.0,0.0,0.04
430,Technology,Master's & above,f,0.0,-2.0,1.2,0.0,0.0,0.56
431,Sales & Marketing,Master's & above,m,0.0,-2.0,0.4,0.0,0.0,-0.4
432,Sales & Marketing,Bachelor's,m,0.0,2.0,2.6,0.0,0.0,-0.32
433,Sales & Marketing,Master's & above,m,0.0,2.0,0.4,1.0,0.0,-0.36
434,Operations,Master's & above,f,0.0,0.0,2.0,0.0,0.0,0.36
435,Operations,Bachelor's,m,0.0,1.0,-0.4,0.0,0.0,0.0
436,Sales & Marketing,Master's & above,m,0.0,2.0,-0.2,1.0,0.0,-0.52
437,Analytics,Master's & above,m,0.0,2.0,-0.2,1.0,0.0,0.96
438,Technology,Bachelor's,f,1.0,0.0,-0.6,0.0,0.0,0.76
439,Sales & Marketing,Master's & above,m,0.0,0.0,2.4,0.0,0.0,-0.44
440,Sales & Marketing,Master's & above,f,0.0,0.0,-0.8,0.0,0.0,-0.24
441,Sales & Marketing,Bachelor's,m,0.0,2.0,0.4,0.0,0.0,-0.44
442,Sales & Marketing,Bachelor's,m,0.0,-2.0,0.0,0.0,0.0,-0.4
443,Operations,Bachelor's,f,0.0,2.0,-0.2,1.0,0.0,-0.16
444,Operations,Bachelor's,m,0.0,2.0,1.2,1.0,0.0,-0.2
445,Technology,Master's & above,m,2.0,0.0,-0.4,0.0,0.0,1.04
446,Sales & Marketing,Bachelor's,m,1.0,-1.0,0.2,0.0,0.0,-0.32
447,Operations,Bachelor's,m,0.0,1.0,0.6,1.0,0.0,-0.2
448,Technology,Master's & above,m,0.0,0.0,0.0,0.0,0.0,0.8
449,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.6,0.0,0.0,-0.4
450,Operations,Bachelor's,m,0.0,0.0,-0.8,1.0,0.0,0.2
451,Sales & Marketing,Bachelor's,m,0.0,1.0,-0.4,0.0,0.0,-0.4
452,Sales & Marketing,Bachelor's,f,0.0,-2.0,0.4,0.0,0.0,-0.4
453,Operations,Bachelor's,m,0.0,0.0,-0.2,1.0,0.0,0.24
454,Procurement,Master's & above,m,0.0,0.0,2.2,0.0,0.0,1.08
455,Sales & Marketing,Master's & above,m,0.0,-2.0,1.2,0.0,0.0,-0.28
456,Procurement,Bachelor's,m,1.0,0.0,-0.4,0.0,0.0,0.4
457,Sales & Marketing,Bachelor's,f,1.0,0.0,-0.6,0.0,0.0,-0.48
458,Finance,Bachelor's,f,0.0,1.0,1.2,0.0,0.0,-0.04
459,Analytics,Bachelor's,m,0.0,0.0,0.4,0.0,0.0,0.8
460,Operations,Master's & above,m,1.0,1.0,0.4,1.0,0.0,-0.08
461,Procurement,Bachelor's,f,0.0,0.0,-0.2,1.0,0.0,0.48
462,Sales & Marketing,Bachelor's,m,0.0,-2.0,0.0,0.0,0.0,-0.56
463,HR,Master's & above,f,0.0,2.0,0.4,1.0,0.0,-0.4
464,Technology,Master's & above,m,0.0,-1.0,-0.2,1.0,0.0,0.84
465,Finance,Bachelor's,f,1.0,1.0,0.6,0.0,0.0,-0.04
466,Technology,Bachelor's,m,0.0,0.0,0.2,0.0,0.0,0.68
467,Sales & Marketing,Bachelor's,m,0.0,-2.0,0.4,1.0,0.0,-0.32
468,Procurement,Bachelor's,f,0.0,0.0,-0.4,0.0,0.0,0.32
469,Sales & Marketing,Bachelor's,f,0.0,2.0,-0.2,1.0,0.0,-0.4
470,Operations,Bachelor's,m,0.0,0.0,-0.8,0.0,0.0,0.2
471,Procurement,Master's & above,f,0.0,-2.0,2.2,0.0,0.0,0.32
472,Operations,Master's & above,m,2.0,0.0,-0.2,1.0,0.0,0.16
473,Finance,Bachelor's,m,0.0,0.0,-0.6,0.0,0.0,-0.04
474,Sales & Marketing,Bachelor's,m,0.0,-2.0,0.0,0.0,0.0,-0.36
475,Sales & Marketing,Bachelor's,m,0.0,2.0,0.0,0.0,0.0,-0.44
476,Operations,Bachelor's,m,0.0,2.0,-0.2,0.0,0.0,-0.2
477,Operations,Master's & above,f,0.0,2.0,0.2,0.0,0.0,0.56
478,Procurement,Master's & above,m,1.0,1.0,2.8,1.0,0.0,0.4
479,Sales & Marketing,Bachelor's,m,0.0,1.0,1.0,1.0,0.0,-0.4
480,Operations,Bachelor's,m,0.0,2.0,0.6,1.0,0.0,-0.04
481,Operations,Bachelor's,m,0.0,1.0,-0.2,0.0,0.0,-0.04
482,Procurement,Bachelor's,m,1.0,2.0,-0.2,1.0,0.0,0.44
483,Sales & Marketing,Bachelor's,m,0.0,1.0,0.0,0.0,0.0,-0.32
484,Technology,Master's & above,m,0.0,0.0,0.6,0.0,0.0,0.96
485,Sales & Marketing,Bachelor's,f,0.0,-1.0,0.4,1.0,0.0,-0.44
486,Procurement,Bachelor's,f,1.0,0.0,0.0,0.0,0.0,0.52
487,Operations,Bachelor's,f,0.0,-1.0,0.4,0.0,0.0,0.0
488,R&D,Bachelor's,m,0.0,0.0,-0.4,0.0,0.0,0.92
489,Sales & Marketing,Bachelor's,m,0.0,1.0,1.0,0.0,0.0,-0.4
490,Operations,Bachelor's,m,2.0,0.0,1.2,0.0,0.0,0.0
491,HR,Master's & above,f,0.0,1.0,4.0,0.0,0.0,-0.52
492,Sales & Marketing,Bachelor's,f,0.0,0.0,-0.6,0.0,0.0,-0.44
493,Analytics,Bachelor's,m,1.0,0.0,-0.8,0.0,0.0,0.88
494,Analytics,Master's & above,m,0.0,0.0,-0.8,1.0,0.0,0.96
495,Procurement,Bachelor's,m,0.0,0.0,-0.2,0.0,0.0,0.2
496,HR,Bachelor's,f,0.0,0.0,-0.4,0.0,0.0,-0.36
497,Operations,Master's & above,m,0.0,1.0,-0.2,1.0,0.0,-0.16
498,R&D,Bachelor's,f,0.0,0.0,-0.8,1.0,0.0,1.04
499,Technology,Bachelor's,m,0.0,0.0,-0.2,0.0,0.0,0.92
500,Procurement,Bachelor's,f,0.0,0.0,-0.6,0.0,0.0,0.36
501,Operations,Master's & above,f,0.0,0.0,1.0,0.0,0.0,0.08
502,Operations,Bachelor's,f,0.0,0.0,-0.8,0.0,0.0,0.08
503,Technology,Bachelor's,m,0.0,-1.0,-0.4,1.0,0.0,0.72
504,Operations,Master's & above,m,0.0,1.0,1.0,0.0,0.0,0.0
505,Analytics,Bachelor's,m,0.0,2.0,-0.4,1.0,0.0,1.24
506,Procurement,Master's & above,m,1.0,2.0,0.2,1.0,0.0,1.24
507,Technology,Bachelor's,f,0.0,0.0,-0.8,0.0,0.0,0.84
508,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.8,1.0,0.0,-0.4
509,Procurement,Master's & above,m,0.0,2.0,0.8,1.0,0.0,0.6
510,Technology,Master's & above,m,1.0,-2.0,0.8,0.0,0.0,0.8
511,Sales & Marketing,Master's & above,f,0.0,-2.0,0.0,0.0,0.0,-0.24
512,R&D,Bachelor's,m,0.0,2.0,-0.8,0.0,0.0,1.44
513,Technology,Bachelor's,m,0.0,1.0,-0.4,0.0,0.0,0.92
514,Procurement,Master's & above,m,0.0,0.0,0.4,1.0,0.0,0.44
515,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.2,0.0,0.0,-0.4
516,Procurement,Bachelor's,f,1.0,0.0,-0.2,0.0,0.0,0.52
517,Operations,Bachelor's,m,0.0,2.0,0.2,0.0,0.0,-0.04
518,Procurement,Bachelor's,m,0.0,0.0,-0.8,0.0,0.0,0.88
519,Procurement,Master's & above,m,0.0,0.0,1.4,0.0,0.0,0.4
520,Sales & Marketing,Bachelor's,m,0.0,2.0,-0.4,1.0,0.0,-0.32
521,Operations,Master's & above,m,0.0,1.0,0.4,0.0,0.0,-0.16
522,Sales & Marketing,Bachelor's,f,0.0,-1.0,-0.2,0.0,0.0,-0.12
523,Operations,Bachelor's,f,0.0,-2.0,-0.2,0.0,0.0,-0.12
524,Technology,Bachelor's,f,6.0,0.0,0.0,1.0,0.0,0.88
525,Procurement,Master's & above,m,0.0,1.0,0.4,1.0,0.0,0.28
526,Operations,Bachelor's,m,0.0,1.0,-0.2,0.0,0.0,-0.12
527,Analytics,Master's & above,m,1.0,0.0,0.2,1.0,0.0,1.04
528,Sales & Marketing,Bachelor's,m,0.0,2.0,-0.6,0.0,0.0,-0.4
529,Sales & Marketing,Bachelor's,f,0.0,0.0,-0.8,0.0,0.0,-0.6
530,Sales & Marketing,Master's & above,m,1.0,-2.0,0.6,0.0,0.0,-0.52
531,Procurement,Master's & above,f,0.0,0.0,2.0,0.0,0.0,0.44
532,Finance,Master's & above,m,0.0,0.0,0.6,0.0,0.0,-0.08
533,Technology,Master's & above,f,0.0,0.0,0.0,1.0,0.0,0.92
534,Operations,Bachelor's,m,1.0,2.0,0.0,1.0,0.0,-0.12
535,Finance,Bachelor's,f,0.0,0.0,0.0,0.0,0.0,-0.16
536,R&D,Bachelor's,m,1.0,2.0,-0.4,1.0,0.0,0.92
537,Sales & Marketing,Bachelor's,m,1.0,0.0,-0.4,0.0,0.0,-0.4
538,Analytics,Bachelor's,m,0.0,1.0,-0.6,0.0,0.0,0.92
539,Sales & Marketing,Bachelor's,f,0.0,-2.0,-0.6,0.0,0.0,-0.4
540,Sales & Marketing,Bachelor's,m,0.0,0.0,2.6,1.0,0.0,-0.2
541,Legal,Bachelor's,m,0.0,-2.0,0.2,0.0,0.0,0.24
542,Operations,Below Secondary,f,0.0,0.0,-0.8,0.0,0.0,0.52
543,Legal,Below Secondary,m,0.0,0.0,-0.8,1.0,0.0,-0.04
544,Operations,Bachelor's,m,0.0,1.0,-0.6,1.0,0.0,0.04
545,Sales & Marketing,Master's & above,f,0.0,0.0,0.8,0.0,0.0,-0.64
546,Analytics,Bachelor's,m,1.0,0.0,-0.6,0.0,0.0,0.96
547,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.4,0.0,0.0,-0.48
548,Sales & Marketing,Master's & above,f,0.0,-2.0,1.0,1.0,0.0,-0.32
549,Procurement,Master's & above,m,0.0,-1.0,1.4,0.0,0.0,0.44
550,R&D,Master's & above,m,0.0,2.0,-0.2,1.0,0.0,1.0
551,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.8,0.0,0.0,-0.44
552,Sales & Marketing,Master's & above,m,2.0,-1.0,0.4,0.0,0.0,-0.28
553,Sales & Marketing,Master's & above,m,0.0,0.0,-0.4,0.0,0.0,-0.52
554,Sales & Marketing,Bachelor's,m,0.0,-1.0,0.6,1.0,1.0,-0.4
555,Procurement,Bachelor's,m,0.0,0.0,-0.6,0.0,0.0,0.32
556,Sales & Marketing,Bachelor's,m,0.0,2.0,-0.6,1.0,0.0,-0.4
557,Operations,Master's & above,f,0.0,2.0,2.0,1.0,0.0,0.04
558,Technology,Bachelor's,m,0.0,0.0,-0.4,0.0,0.0,0.76
559,Sales & Marketing,Bachelor's,m,0.0,-2.0,-0.4,1.0,0.0,-0.4
560,Technology,Bachelor's,f,0.0,0.0,-0.8,1.0,0.0,0.64
561,Operations,Master's & above,f,0.0,0.0,-0.6,1.0,0.0,0.04
562,Technology,Master's & above,f,0.0,-2.0,3.8,0.0,0.0,0.68
563,Technology,Bachelor's,f,0.0,0.0,-0.8,0.0,0.0,0.8
564,Operations,Bachelor's,m,0.0,0.0,-0.8,0.0,0.0,0.2
565,Sales & Marketing,Bachelor's,f,0.0,2.0,0.4,0.0,0.0,-0.48
566,Finance,Bachelor's,f,1.0,0.0,-0.4,0.0,0.0,-0.04
567,Procurement,Master's & above,m,0.0,-1.0,0.2,0.0,0.0,0.36
568,Finance,Bachelor's,f,1.0,-2.0,-0.4,1.0,0.0,-0.04
569,Sales & Marketing,Master's & above,m,0.0,0.0,2.4,0.0,0.0,-0.48
570,Procurement,Master's & above,f,0.0,0.0,0.0,0.0,0.0,0.32
571,R&D,Master's & above,m,0.0,1.0,-0.2,0.0,0.0,0.92
572,Sales & Marketing,Bachelor's,m,6.0,-1.0,0.0,0.0,0.0,-0.56
573,Sales & Marketing,Bachelor's,m,1.0,0.0,-0.8,0.0,0.0,-0.52
574,Operations,Master's & above,f,0.0,0.0,-0.2,0.0,0.0,-0.08
575,Analytics,Bachelor's,m,1.0,1.0,-0.6,0.0,0.0,0.8
576,Sales & Marketing,Bachelor's,m,0.0,1.0,2.2,1.0,0.0,-0.48
577,Analytics,Bachelor's,m,0.0,-1.0,0.0,0.0,0.0,1.0
578,Sales & Marketing,Bachelor's,m,0.0,2.0,1.0,1.0,0.0,-0.48
579,Procurement,Bachelor's,m,0.0,0.0,-0.2,0.0,0.0,0.44
580,Legal,Bachelor's,m,0.0,-1.0,0.2,0.0,0.0,-0.04
581,Procurement,Master's & above,m,1.0,-1.0,0.0,0.0,0.0,0.48
582,Sales & Marketing,Bachelor's,m,0.0,1.0,-0.4,0.0,0.0,-0.32
583,Operations,Bachelor's,m,0.0,1.0,-0.2,1.0,1.0,-0.12
584,Sales & Marketing,Bachelor's,m,4.0,0.0,-0.6,0.0,0.0,-0.32
585,Sales & Marketing,Bachelor's,m,0.0,2.0,-0.2,1.0,0.0,-0.36
586,Sales & Marketing,Master's & above,f,0.0,0.0,0.6,0.0,0.0,-0.48
587,Operations,Bachelor's,m,0.0,2.0,-0.6,1.0,0.0,-0.04
588,Sales & Marketing,Master's & above,m,0.0,1.0,-0.4,1.0,0.0,1.36
589,Sales & Marketing,Master's & above,m,0.0,-2.0,-0.4,0.0,0.0,-0.6
590,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.6,0.0,0.0,-0.48
591,Sales & Marketing,Master's & above,m,0.0,-2.0,0.6,0.0,0.0,-0.24
592,Technology,Bachelor's,f,3.0,2.0,0.6,0.0,0.0,1.32
593,Procurement,Bachelor's,f,0.0,0.0,2.2,0.0,0.0,0.4
594,Sales & Marketing,Master's & above,m,0.0,1.0,0.0,1.0,0.0,-0.56
595,Sales & Marketing,Bachelor's,m,1.0,0.0,-0.4,0.0,0.0,-0.2
596,Technology,Master's & above,m,1.0,2.0,1.8,0.0,0.0,1.0
597,Procurement,Bachelor's,f,1.0,0.0,-0.2,0.0,0.0,0.44
598,Procurement,Bachelor's,m,0.0,2.0,-0.2,0.0,0.0,0.96
599,Analytics,Bachelor's,m,0.0,2.0,0.4,1.0,0.0,0.96
600,Operations,Bachelor's,f,0.0,1.0,-0.6,1.0,0.0,0.04
601,Analytics,Master's & above,m,1.0,0.0,0.2,0.0,0.0,0.92
602,Operations,Bachelor's,m,0.0,2.0,-0.2,1.0,0.0,-0.04
603,Operations,Bachelor's,f,0.0,0.0,0.0,1.0,0.0,-0.04
604,Sales & Marketing,Bachelor's,m,0.0,-2.0,-0.2,0.0,0.0,-0.32
605,Procurement,Bachelor's,m,0.0,0.0,-0.6,0.0,0.0,0.24
606,Procurement,Bachelor's,f,1.0,0.0,-0.2,1.0,0.0,0.08
607,Finance,Bachelor's,f,0.0,0.0,-0.4,0.0,0.0,0.2
608,Technology,Bachelor's,m,0.0,0.0,-0.8,1.0,1.0,0.84
609,Sales & Marketing,Master's & above,m,0.0,-2.0,-0.6,0.0,0.0,-0.36
610,Technology,Bachelor's,m,0.0,2.0,0.4,0.0,0.0,0.92
611,Operations,Master's & above,m,0.0,-1.0,0.4,0.0,0.0,-0.12
612,Operations,Bachelor's,m,0.0,1.0,-0.4,0.0,0.0,-0.08
613,Operations,Bachelor's,f,0.0,0.0,0.2,1.0,0.0,-0.08
614,Procurement,Bachelor's,f,0.0,0.0,0.2,0.0,0.0,0.4
615,Technology,Master's & above,f,0.0,-1.0,2.2,0.0,0.0,0.76
616,Sales & Marketing,Bachelor's,m,0.0,-2.0,-0.4,0.0,0.0,-0.4
617,Operations,Bachelor's,m,1.0,2.0,0.0,1.0,0.0,0.12
618,Sales & Marketing,Master's & above,m,0.0,1.0,-0.4,0.0,0.0,-0.4
619,R&D,Master's & above,m,1.0,1.0,-0.6,0.0,0.0,0.88
620,Analytics,Bachelor's,m,1.0,-1.0,-0.4,0.0,0.0,0.88
621,Analytics,Bachelor's,m,0.0,-2.0,-0.6,0.0,0.0,0.96
622,Procurement,Bachelor's,f,0.0,1.0,0.2,1.0,0.0,0.2
623,Operations,Bachelor's,f,0.0,0.0,-0.4,1.0,0.0,0.0
624,Analytics,Bachelor's,m,0.0,0.0,0.2,1.0,0.0,0.96
625,Procurement,Bachelor's,m,0.0,0.0,-0.8,0.0,0.0,0.48
626,Operations,Bachelor's,m,0.0,2.0,-0.2,1.0,0.0,0.0
627,Procurement,Master's & above,f,0.0,-2.0,0.2,0.0,0.0,0.4
628,Technology,Bachelor's,f,0.0,1.0,-0.4,0.0,0.0,0.68
629,Procurement,Master's & above,m,0.0,0.0,-0.4,0.0,0.0,0.52
630,Sales & Marketing,Bachelor's,m,0.0,2.0,0.4,1.0,0.0,-0.52
631,Technology,Bachelor's,m,0.0,2.0,-0.2,1.0,0.0,0.84
632,Operations,Below Secondary,m,0.0,2.0,-0.4,0.0,0.0,0.0
633,Sales & Marketing,Bachelor's,m,0.0,1.0,2.8,0.0,0.0,-0.48
634,Sales & Marketing,Bachelor's,m,0.0,2.0,0.0,1.0,0.0,-0.36
635,Sales & Marketing,Bachelor's,m,0.0,-2.0,0.0,0.0,0.0,-0.32
636,Sales & Marketing,Bachelor's,m,0.0,0.0,1.0,0.0,0.0,-0.4
637,Procurement,Master's & above,f,1.0,0.0,0.0,0.0,0.0,0.32
638,Technology,Bachelor's,f,0.0,2.0,-0.6,1.0,0.0,0.84
639,Operations,Bachelor's,m,0.0,-1.0,-0.2,0.0,0.0,-0.08
640,HR,Bachelor's,m,1.0,0.0,0.0,0.0,0.0,-0.44
641,Operations,Bachelor's,f,0.0,-1.0,0.0,0.0,0.0,0.12
642,Operations,Master's & above,m,0.0,1.0,2.8,1.0,0.0,-0.12
643,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.2,0.0,0.0,-0.28
644,Finance,Master's & above,f,1.0,2.0,-0.2,0.0,0.0,-0.04
645,Analytics,Bachelor's,m,0.0,-2.0,-0.2,0.0,0.0,0.88
646,Operations,Bachelor's,m,0.0,2.0,-0.4,0.0,0.0,-0.16
647,Sales & Marketing,Bachelor's,m,0.0,2.0,-0.4,1.0,1.0,-0.6
648,Sales & Marketing,Bachelor's,m,0.0,-2.0,0.0,0.0,0.0,-0.32
649,Procurement,Bachelor's,m,4.0,0.0,0.8,0.0,0.0,0.16
650,Operations,Bachelor's,f,0.0,2.0,1.0,1.0,0.0,-0.04
651,Sales & Marketing,Master's & above,m,0.0,2.0,1.8,1.0,0.0,-0.4
652,Operations,Bachelor's,m,0.0,2.0,-0.6,1.0,0.0,-0.08
653,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.8,1.0,0.0,-0.48
654,Sales & Marketing,Master's & above,m,0.0,-2.0,1.0,0.0,0.0,-0.4
655,Analytics,Master's & above,m,0.0,1.0,0.0,1.0,0.0,0.88
656,Operations,Bachelor's,f,0.0,-1.0,-0.6,0.0,0.0,0.16
657,Sales & Marketing,Master's & above,m,0.0,-2.0,-0.2,0.0,0.0,-0.48
658,Operations,Master's & above,f,1.0,2.0,-0.2,1.0,0.0,0.12
659,R&D,Bachelor's,m,2.0,2.0,-0.6,0.0,0.0,1.0
660,Technology,Bachelor's,m,0.0,0.0,-0.8,1.0,0.0,0.72
661,Sales & Marketing,Bachelor's,m,1.0,0.0,-0.6,0.0,0.0,-0.32
662,Operations,Master's & above,m,0.0,1.0,0.4,0.0,0.0,-0.04
663,Procurement,Bachelor's,m,0.0,-1.0,0.4,0.0,0.0,0.32
664,Sales & Marketing,Master's & above,m,0.0,1.0,-0.2,0.0,0.0,-0.6
665,Technology,Master's & above,f,0.0,1.0,0.2,0.0,0.0,0.84
666,Operations,Bachelor's,f,0.0,1.0,0.4,0.0,0.0,-0.04
667,Analytics,Master's & above,m,0.0,0.0,-0.4,1.0,0.0,1.0
668,Technology,Bachelor's,m,0.0,1.0,0.2,1.0,1.0,0.84
669,Sales & Marketing,Master's & above,m,0.0,2.0,1.0,0.0,0.0,-0.44
